1.210805835	11.94497711	0.319803999	0.158542806	0.401885822	1.12E-02	9.15E-01	9.93E-01	0.98878188	1.15E-02	6.08E-04	4.76E-04	6.60E-02	7.71E-04	0.210325928	0.00E+00	-1.55E-01	-1.96E-02	-9.17E-01	-4.04E-04	-1.67E-04	0.075228773	-0.001375539	0.003761484	-0.003935633	3.52E-02	-2.09E-04	-1.919848258	-2.332879342	-1.25E+01	4.60E-03	1.30E-03	-4.39E-01	1.27E+00	2.57E-01	-0.224781428	-0.283853286	3.883400783	0.941713406
1.222217735	12.18191912	0.330692326	0.1235575	0.403744377	2.44E-02	9.15E-01	9.93E-01	0.975609879	1.15E-02	1.25E-03	3.22E-05	6.60E-02	8.00E-04	0.213077809	0.00E+00	-1.51E-01	-1.58E-02	-1.07E+00	-7.06E-04	-2.87E-04	0.061758857	-0.001185093	0.01105177	-0.002453944	3.33E-02	-1.99E-05	-2.098702173	-2.46702891	-1.42E+01	5.05E-03	1.34E-03	-4.23E-01	1.41E+00	2.49E-01	-0.199179097	-0.273562452	4.603391876	1.237162295
1.327051949	13.18664853	0.371459719	0.124826996	0.39516042	4.32E-02	9.15E-01	9.94E-01	0.956837568	1.15E-02	3.73E-04	8.79E-04	6.60E-02	2.23E-05	0.198283498	0.00E+00	-1.54E-01	-2.08E-02	-8.65E-01	-2.81E-04	-4.81E-05	0.062467077	-0.001263504	0.009155441	-0.004097898	3.64E-02	-2.44E-04	-1.860844541	-2.726396423	-9.52E+00	4.50E-03	1.28E-03	-6.15E-01	1.17E+00	2.60E-01	-0.250849308	-0.294190719	4.736286834	1.234522703
1.37938416	13.60607586	0.389537256	0.106261322	0.385393873	3.14E-02	9.15E-01	9.92E-01	0.968597216	1.15E-02	1.42E-03	2.06E-04	6.60E-02	5.96E-04	0.209086159	0.00E+00	-1.51E-01	-2.17E-02	-9.20E-01	-2.52E-03	-9.69E-05	0.061985255	-0.001225316	0.008242878	-0.002642031	3.63E-02	-1.28E-04	-1.6872998	-3.126946279	-1.30E+01	4.04E-03	1.08E-03	-6.93E-01	1.64E+00	2.49E-01	-0.241536554	-0.296940727	5.183005917	1.313881494
1.180223051	11.68524396	0.317343426	0.212313799	0.37322646	1.68E-01	9.15E-01	9.93E-01	0.832384479	1.15E-02	1.07E-03	1.34E-04	6.60E-02	5.80E-05	0.231460536	0.00E+00	-1.52E-01	-1.64E-02	-1.04E+00	-5.02E-05	-7.62E-05	0.067053084	-0.001438582	0.004505123	-0.003057636	3.27E-02	-8.61E-05	-2.222575938	-2.23084079	-8.52E+00	5.48E-03	1.51E-03	-2.68E-02	7.55E-01	2.83E-01	-0.226886674	-0.290050293	2.728503349	0.567595541
1.171589475	11.68763294	0.328509736	0.211762019	0.376719239	1.09E-01	9.15E-01	9.88E-01	0.890887884	1.15E-02	3.16E-03	1.09E-04	6.60E-02	2.11E-03	0.226783068	0.00E+00	-1.50E-01	-1.53E-02	-9.38E-01	-5.39E-04	-1.32E-04	0.0645248	-0.001204507	0.006444125	-0.003261532	4.51E-02	-6.43E-04	-2.20292976	-2.355358892	-1.72E+01	5.30E-03	1.45E-03	-4.88E-01	1.51E+00	2.43E-01	-0.255214513	-0.292424133	2.356962788	0.50080565
1.258144081	12.44016802	0.304548788	0.138043773	0.414037753	3.61E-02	9.15E-01	9.91E-01	0.96386761	1.15E-02	2.14E-03	4.09E-04	6.60E-02	5.86E-04	0.20883824	0.00E+00	-1.54E-01	-1.79E-02	-8.72E-01	-3.89E-05	-7.38E-05	0.065474351	-0.001460039	0.005272989	-0.002469029	3.06E-02	-1.01E-04	-2.088413544	-1.987853364	-9.05E+00	4.46E-03	1.39E-03	-4.33E-01	1.10E+00	2.55E-01	-0.202935341	-0.290012076	4.566460954	1.14487939
1.258007174	12.22375153	0.320527488	0.134013804	0.395353536	2.80E-02	9.15E-01	9.93E-01	0.971980035	1.15E-02	9.29E-04	2.15E-04	6.60E-02	1.22E-03	0.215298474	0.00E+00	-1.53E-01	-2.00E-02	-9.99E-01	-4.43E-04	-2.17E-04	0.066598783	-0.001405989	0.0026819	-0.003401966	3.12E-02	-2.31E-04	-2.107185269	-1.958027312	-9.78E+00	4.13E-03	1.30E-03	-3.30E-02	1.08E+00	2.59E-01	-0.202645373	-0.291651832	5.632164218	1.551666249
1.425062683	13.86337014	0.343128133	0.14396859	0.448382706	4.72E-02	9.15E-01	9.93E-01	0.952824184	1.15E-02	7.25E-04	6.83E-05	6.60E-02	6.72E-05	0.190650261	0.00E+00	-1.54E-01	-2.12E-02	-1.02E+00	-2.91E-05	-2.35E-04	0.063977172	-0.001241068	0.005043702	-0.002383453	3.24E-02	-1.73E-04	-1.890400252	-2.445380187	-1.84E+01	4.14E-03	1.17E-03	-3.52E-01	1.04E+00	2.69E-01	-0.227490761	-0.297781352	3.835321576	0.804731049
1.478128428	14.27980764	0.341882563	0.155574769	0.458370257	7.35E-02	9.15E-01	9.93E-01	0.92648929	1.15E-02	4.38E-04	7.00E-04	6.60E-02	8.13E-04	0.188804396	0.00E+00	-1.55E-01	-1.77E-02	-8.98E-01	-4.78E-05	-1.58E-05	0.06333615	-0.001260872	0.006911865	-0.002695557	3.43E-02	-1.87E-04	-1.951406026	-2.501787089	-1.55E+01	5.29E-03	1.46E-03	-8.37E-01	1.38E+00	2.43E-01	-0.227831781	-0.29846927	3.605883285	0.729933206
